PUID_SIX,GENDER_DESC,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE_DESC,COUNTY_DESC,STATE_PROVINCE_DESC,NATION_DESC,RESIDENCY_DESC,CONFIDENTIALITY_IND,DECEASED_STATUS,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,FINAL_GRADE,REPEAT_COURSE_IND
325047,Male,White,N,,Wayne,Michigan,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
325104,Male,2 or more races,N,,Monmouth,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
325183,Male,White,N,,Orange,Florida,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
325411,Male,White,N,,St Joseph,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
325475,Male,White,N,,Williamson,Tennessee,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
325492,Male,Asian,N,,Santa Clara,California,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
325494,Female,Hispanic/Latino,Y,,Clermont,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RW,**Web Registered**,,
325558,Male,White,N,,Snohomish,Washington,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
325606,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,B,
325653,Male,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
325668,Male,White,N,,Clay,Missouri,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RW,**Web Registered**,,
325683,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
325813,Male,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
325827,Female,White,N,,Midland,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
325869,Male,White,N,,Bucks,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
325920,Male,Asian,N,1st Generation Student,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
325964,Male,White,N,1st Generation Student,Midland,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,DC,Drop Course,,
325980,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
325990,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
326044,Male,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326079,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326169,Male,White,N,,Travis,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326174,Male,White,N,,Tolland,Connecticut,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326205,Female,White,N,,Porter,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,DW,Drop (Web),,
326205,Female,White,N,,Porter,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
326238,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
326280,Male,Asian,N,,Morris,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,DC,Drop Course,,
326280,Male,Asian,N,,Morris,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
326350,Female,Asian,N,,Galveston,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326354,Male,White,N,,Charleston,South Carolina,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
326369,Female,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
326420,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
326431,Male,2 or more races,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
326558,Female,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
326559,Male,Asian,N,1st Generation Student,Gwinnett,Georgia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
326620,Male,International,N,1st Generation Student,,,Spain,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
326654,Male,Unknown,N,,,,United Arab Emirates,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
326706,Male,White,N,,Harris,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
326813,Female,White,N,,Allegheny,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
326867,Male,White,N,,Morgan,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
326960,Female,White,N,,Saint Charles,Missouri,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
326968,Male,White,N,,Washtenaw,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
326977,Female,International,N,,,,China,Foreign,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
327054,Male,White,N,,Bucks,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
327090,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
327123,Male,White,N,,St Joseph,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
327176,Female,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
327203,Male,Asian,N,,Bergen,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
327249,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
327306,Male,White,N,,Fairfax,Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
327340,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
327359,Male,White,N,,Delaware,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
327433,Male,White,N,,La Porte,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
327643,Male,White,N,,Westmoreland,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
327675,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
327676,Female,White,N,,Medina,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
327892,Male,White,N,,Denton,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
327951,Male,White,N,,Kane,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
328342,Male,White,N,,El Paso,Colorado,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
328363,Male,Asian,N,,San Bernardino,California,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
328561,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
328595,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
328612,Male,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
328675,Female,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
328930,Female,White,N,,Douglas,Colorado,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
328967,Male,White,N,,Broward,Florida,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
329019,Male,White,N,,Boone,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
329069,Female,2 or more races,Y,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
329104,Male,White,N,,Dearborn,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
329175,Male,White,N,,Clark,Washington,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
329275,Male,Asian,N,,Washoe,Nevada,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
329444,Male,Asian,N,,Somerset,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
329482,Male,Asian,N,,Santa Clara,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
329517,Female,White,N,,Rockland,New York,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
329535,Female,Asian,N,,Allen,Indiana,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
329555,Female,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
329603,Male,White,N,,Union,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
329768,Male,White,N,,Orange,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
329887,Male,White,N,,Union,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
329929,Male,White,N,,Warrick,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
330005,Male,White,N,,Contra Costa,California,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
330020,Female,White,N,,Cook,Illinois,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330058,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
330059,Male,Asian,N,,New London,Connecticut,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330112,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
330178,Male,White,N,,McHenry,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330252,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
330354,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
330355,Male,White,N,1st Generation Student,Floyd,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
330382,Male,White,N,,Lancaster,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330403,Male,Asian,N,,Middlesex,Massachusetts,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330431,Female,Asian,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
330600,Female,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
330615,Female,2 or more races,Y,,Monroe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
330745,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RW,**Web Registered**,,
330765,Female,White,N,,Chester,Pennsylvania,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
330791,Male,White,N,,Maricopa,Arizona,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
330895,Male,White,N,,Fairfax,Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
330940,Female,2 or more races,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
330948,Female,Hispanic/Latino,Y,,Midland,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331025,Female,Asian,N,,Wayne,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331066,Male,White,N,,Rockland,New York,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
331119,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
331169,Male,White,N,,Pike,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
331222,Male,White,N,,Kane,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
331273,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331310,Female,White,N,,Oklahoma,Oklahoma,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331325,Male,White,N,,Monmouth,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331374,Female,White,N,,Dupage,Illinois,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
331407,Male,White,N,,Cook,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331514,Male,Asian,N,,Fairfax,Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331523,Female,White,N,,Porter,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331574,Male,White,N,,Cook,Illinois,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
331639,Male,Asian,N,,Middlesex,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331645,Female,White,N,,Medina,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
331712,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
331739,Male,White,N,,Kosciusko,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
331813,Male,International,N,,,,Republic of Korea,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,A+,
331905,Male,International,N,1st Generation Student,,,China,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
331925,Male,International,N,,,,Republic of Korea,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RW,**Web Registered**,F,
331925,Male,International,N,,,,Republic of Korea,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,F,
331925,Male,International,N,,,,Republic of Korea,Foreign,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,W,Withdrawn-W,W,
331941,Male,White,N,,Sacramento,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
331952,Female,Asian,N,,Middlesex,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
332000,Male,White,N,1st Generation Student,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332060,Male,White,N,1st Generation Student,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332094,Female,Asian,N,,Montgomery,Maryland,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
332138,Male,White,N,,Queens,New York,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
332141,Male,Asian,N,,Monmouth,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
332156,Female,American Indian or Alaska Native,Y,,Morgan,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
332167,Male,Asian,N,,Allegheny,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332226,Female,White,N,,Vanderburgh,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
332268,Male,White,N,,Arlington,Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332276,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
332281,Female,White,N,,Lake,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
332304,Male,2 or more races,N,,Ingham,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
332320,Male,Black or African American,Y,,Kane,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332488,Male,2 or more races,N,,St Joseph,Indiana,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
332492,Male,White,N,,Suffolk,New York,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332538,Male,White,N,,Howard,Maryland,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332546,Male,International,N,,,,Singapore,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332564,Male,White,N,,Lake,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332589,Male,Asian,N,,Bartholomew,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
332632,Female,White,N,,Baltimore,Maryland,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
332651,Male,Asian,N,,Marion,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332663,Male,2 or more races,Y,,Floyd,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RW,**Web Registered**,,
332689,Male,White,N,1st Generation Student,Will,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332725,Male,Asian,N,,Linn,Iowa,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
332734,Male,International,N,,,,India,Foreign,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
332743,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
332750,Male,White,N,1st Generation Student,Franklin,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
332887,Female,White,N,,Boone,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
332916,Male,White,N,,Davidson,Tennessee,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
332933,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
333016,Male,Hispanic/Latino,Y,,,,Colombia,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
333120,Male,White,N,,Vanderburgh,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333161,Male,Hispanic/Latino,Y,,Los Angeles,California,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
333236,Male,Asian,N,1st Generation Student,Bergen,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333298,Male,Asian,N,,Cobb,Georgia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
333301,Male,International,N,,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,B-,
333451,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
333472,Male,White,N,,Grundy,Illinois,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
333476,Male,White,N,,Dane,Wisconsin,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,W,Withdrawn-W,W,
333481,Male,White,N,,Oakland,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333515,Male,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
333542,Male,Hispanic/Latino,Y,,Hartford,Connecticut,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
333610,Male,White,N,,Lenawee,Michigan,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
333631,Male,White,N,,Kane,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
333670,Male,White,N,,Saint Charles,Missouri,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
333715,Male,Asian,N,,Bergen,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
333778,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333845,Female,Asian,N,1st Generation Student,Morris,New Jersey,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333846,Male,International,N,,,,Vietnam,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
333886,Male,Asian,N,,San Diego,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
333894,Female,Asian,N,,Loudoun,Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
333904,Female,White,N,,Miami,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
334009,Male,White,N,,Hamilton,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
334047,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
334115,Male,International,N,,Bartholomew,Indiana,,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RW,**Web Registered**,,
334205,Female,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
334255,Male,White,N,1st Generation Student,Grant,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
334331,Male,Asian,N,,Alameda,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
334332,Male,2 or more races,N,,Sarasota,Florida,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
334388,Male,White,N,,Kane,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
334393,Male,White,N,1st Generation Student,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
334425,Male,International,N,,Tippecanoe,Indiana,,Foreign,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
334451,Male,Asian,N,,Fort Bend,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RW,**Web Registered**,,
334471,Male,White,N,,Steuben,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
334480,Male,White,N,,Morris,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
334565,Male,Unknown,N,,Monmouth,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
334592,Male,White,N,,Wetzel,West Virginia,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
334604,Male,Unknown,N,,Clermont,Ohio,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
334650,Female,White,N,,Butler,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
